Phrase_ID,Source_Dataset,Resume_ID,Category_or_Label,Phrase,Word_Count
P009134,resume_classification_phrases,DS2_00447,19,"Report to the President of operations; oversee contract that included CP (Cost plus), T&M (Time and Material), CPFF (Cost plus fixed fee) IDIQ (Indefinite Delivery Indefinite Quantity) and CPAF (Cost plus award fee).",34
P009135,resume_classification_phrases,DS2_00100,13,"Reported all accidents, damage and malfunctions involving company equipment to management.",11
P009136,resume_classification_phrases,DS2_00241,21,Reported and communicated status with senior management.,7
P009137,sales_phrases,17704246,SALES,"Reported and documented unsafe conditions, equipment and/or injury.",7
P009138,resume_classification_phrases,DS2_00035,15,Reported internal control issues to management and supplied comprehensive recommendations to mitigate the associated risks.,15
P009139,sales_phrases,19147947,SALES,Reported inventory balances and cycle counts in both the ERP and WMS systems.,13
P009140,resume_classification_phrases,DS2_00602,15,"Reported monthly, in writing and in person Q&A to department management, Senior Management and base Commander (yikes).",18
P009141,resume_classification_phrases,DS2_00241,21,Reported status updates to senior management for both technology and commercial businesses.,12
P009142,resume_classification_phrases,DS2_00576,11,Reported the bugs and communicated with the developers for tracking the defects.,12
P009143,sales_phrases,28377361,SALES,"Reported to all shifts wearing a neat, clean and unwrinkled uniform.",11
P009144,sales_phrases,28377361,SALES,Reported to each shift on time and ready to work.,10
P009145,resume_classification_phrases,DS2_00037,11,Reported to the distract manager regarding all store and staff issues.,11
P009146,sales_phrases,26994282,SALES,Reported to the immediate supervisors on production and conformance with the contract schedule.,13
P009147,sales_phrases,30083943,SALES,"Reporting Prepared regular charts on patient's health related history, medication restrictions and allergies.OSHA Compliance Properly disposed of daily biohazard waste in compliance with federal and local regulations.",26
P009148,resume_classification_phrases,DS2_00185,15,Reporting included reporting daily sales volume and undercover shopper's findings to Fair Management on over 50 vendors.,17
P009149,sales_phrases,10724818,SALES,Reporting   Maintained status reports to provide management with updated information for client projects.,13
P009150,sales_phrases,23782450,SALES,"Represent establishment with friendly, professional demeanor at all times.",9
P009151,sales_phrases,23760084,SALES,Represent organization at personnel-related hearings and investigations.,6
P009152,sales_phrases,18171955,SALES,Represent the bank in the community.,6
P009153,resume_classification_phrases,DS2_00537,21,Represent the department at weekly company management meetings and other meetings as.,12
P009154,sales_phrases,29134721,SALES,Represented State VDSS by serving on various local committees.,9
P009155,resume_classification_phrases,DS2_00669,21,"Represented investors, developers and business owners in leasing residential and commercial space.",12
P009156,resume_classification_phrases,DS2_00534,2,Represented the Office meetings of interagency and inter-command groups concerned with development and support planning using state-of-the-art techniques in electronic publishing areas.,20
P009157,resume_classification_phrases,DS2_00030,12,"Represented the brand at all regional markets and managed regional reps in Dallas, Atlanta, Las Vegas and NYC.",18
P009158,resume_classification_phrases,DS2_00097,21,Representing QA in all stages of SDLC and responsible for QA deliverables.,12
P009159,sales_phrases,14267489,SALES,Reputation for excellence and high quality service to clients.,9
P009160,sales_phrases,16121015,SALES,Request information or assistance using paging systems.,7
P009161,resume_classification_phrases,DS2_00289,13,Requested pricing from vendors and created offers for clients.,9
P009162,sales_phrases,36904300,SALES,"Required to attend monthly Management meetings with District Manager to go over stores sales, employees individual performance percentages and staff issues.",21
P009163,resume_classification_phrases,DS2_00321,9,Requisition to PO- to manage globally req to PO creation activity for assigned categories.,13
P009164,sales_phrases,17704246,SALES,Requisitioned new supplies and equipment.,5
P009165,resume_classification_phrases,DS2_00647,23,Research and analyze each component on each aircraft.,8
P009166,resume_classification_phrases,DS2_00523,0,Research and recommend changes in employee benefit plans.,8
P009167,resume_classification_phrases,DS2_00268,15,Research sensitive accounting issues and provide technical support to corporate accounting group and to regional controllers.,16
P009168,sales_phrases,55477468,SALES,Research unnamed/orphan papers to ensure proper patient identification and file in the proper patient medical record.,15
P009169,sales_phrases,10603337,SALES,"Research various topics, including site history, environmental conditions, and clients' skills and abilities to plan.",15
P009170,resume_classification_phrases,DS2_00289,13,Research   Investigated and analyzed client complaints to identify and resolve issues.,11
P009171,sales_phrases,10724818,SALES,"Research   Investigated any necessary information for proper billing for insurance companies, patients and DMEs such as proper billing codes.",19
P009172,resume_classification_phrases,DS2_00416,1,"Research, evaluate and recommend appropriate hardware and software to achieve academic objectives.",12
P009173,resume_classification_phrases,DS2_00568,21,"Research, modeling & scenario analysis for clients financial planning presentations.",9
P009174,resume_classification_phrases,DS2_00397,20,"Research, plan and execute all corporate events - trade shows, conferences, and internal events.",13
P009175,resume_classification_phrases,DS2_00571,5,"Research, plan, propose, budget, execute and assess all retail (and B2B) marketing, collateral, and support services for three branded entities within a 12-showroom chain.",23
P009176,resume_classification_phrases,DS2_00523,0,"Research, recommend and implement new sourcing methods to attract quality candidates.",11
P009177,sales_phrases,23929500,SALES,Researched CPT and ICD-9 coding discrepancies for compliance and reimbursement accuracy.,10
P009178,resume_classification_phrases,DS2_00414,5,Researched and analyzed online marketing trends and advertising tools.,9
P009179,resume_classification_phrases,DS2_00032,19,Researched and analyzed various county plats.,6
P009180,sales_phrases,26932091,SALES,Researched and corrected all service address inconsistencies regarding to new install orders by issuing manual records updates 06//2002 - Repair Operations Representative Received inbound customer repair issues.,25
P009181,sales_phrases,19156751,SALES,Researched and created vendor records to insure compliance.,8
P009182,resume_classification_phrases,DS2_00617,16,Researched and developed Co-op retail marketing programs with retailers nationwide.,9
P009183,resume_classification_phrases,DS2_00586,5,"Researched and developed clients and executed customer call plans to shape program requirements early, increase customer intimacy and improve our position within the target agency.",25
P009184,resume_classification_phrases,DS2_00273,5,Researched and developed web conferencing system for,7
