Phrase_ID,Resume_ID,Category,Phrase,Word_Count
P003361,23782450,SALES,Plan parties or other special events and services.,8
P003362,23782450,SALES,Perform marketing and advertising services.,5
P003363,23782450,SALES,Process merchandise returns and exchanges.,5
P003364,23782450,SALES,Place merchandise on conveyors leading to wrapping areas.,8
P003365,23782450,SALES,"Read orders to ascertain catalog numbers, sizes, colors, and quantities of merchandise.",12
P003366,23782450,SALES,Oversee regional and local sales managers and their staffs.,9
P003367,23782450,SALES,"Direct and coordinate activities involving sales of manufactured products, services, commodities, real estate or other subjects of sale.",18
P003368,23782450,SALES,Visit franchised dealers to stimulate interest in establishment or expansion of leasing programs.,13
P003369,23782450,SALES,"Receive payment by cash, check, credit cards, vouchers, or.",9
P003370,23782450,SALES,"01/2014 － 07/2014 City , State 09/2010 － 01/2014 City , State Education May 2012 High School Diploma : General Business Ringgold High School City , State Monitor checkout stations to ensure that they have adequate cash available and that they are staffed appropriately.",34
P003371,23782450,SALES,Supervise others and provide on-the-job training.,5
P003372,23782450,SALES,"Bag, box, wrap, or gift-wrap merchandise, and prepare packages for shipment.",10
P003373,23782450,SALES,Post charges against guests' or patients' accounts.,7
P003374,23782450,SALES,Keep periodic balance sheets of amounts and numbers of transactions.,10
P003375,37792474,SALES,SALES ENGINEER Profile Write professional summary using keywords for application scanning robots.,12
P003376,37792474,SALES,Tailor resume to specific advertised position.,6
P003377,37792474,SALES,Possessing a proven track record of preparing and executing,9
P003378,37792474,SALES,"project plans and programmes, ensuring that work is carried out in accordance",12
P003379,37792474,SALES,with the companies procedures and clients satisfaction.,7
P003380,37792474,SALES,safe and cost effective design and implementation during the life cycle of projects,13
P003381,37792474,SALES,from conception till customer satisfaction.,5
P003382,37792474,SALES,Currently looking for a suitable Project Engineer or consultant position with a,12
P003383,37792474,SALES,"Skills Extensive experience of planning, project management, design & client liaison.",10
P003384,37792474,SALES,Experience of interpreting specifications and preparing technical proposals.,8
P003385,37792474,SALES,Ability to multi-task in a demanding engineering environment.,7
P003386,37792474,SALES,A strong track record in delivering projects on time and within budget.,12
P003387,37792474,SALES,Able to ensure that all H&S procedures are met and maintained.,12
P003388,37792474,SALES,Resolving complex technical issues and coming up with fast efficient solutions.,11
P003389,37792474,SALES,Ability to assess the financial feasibility and impact of proposed budget items,12
P003390,37792474,SALES,"Professional Experience Sales Engineer Feb 2014 to Current Company Name － City , State Engineering Sales/Project Management & Estimation.",15
P003391,37792474,SALES,"Develop Proposals and estimates of conceptual designs, project schedules, and budgets from bidding through contractual agreement.",16
P003392,37792474,SALES,Manage construction from mobilization to owner signoff.,7
P003393,37792474,SALES,"Conduct regular field observations, material/equipment acquisition and personnel allocation.",8
P003394,37792474,SALES,"Ensuring that all engineering work is carried out in accordance withspecifications, statutory requirements, laws, rules, regulations and othercontractual requirements.",19
P003395,37792474,SALES,"With due regards to safety, operability andmaintainabilityDuties: Managing projects from conception, pre-production through to completion.",14
P003396,37792474,SALES,Providing technical support to the project team and wider regional teams.,11
P003397,37792474,SALES,"Responsible for overseeing the review, initiation and execution of contracts.",10
P003398,37792474,SALES,Managing project budgets and keeping costs down.,7
P003399,37792474,SALES,Overseeing the maintenance of projects after completion.,7
P003400,37792474,SALES,Responsible for the completion of all documentation.,7
P003401,37792474,SALES,Producing Test Plans and reports.,5
P003402,37792474,SALES,Prepare contract documentation for procurement services and materials.,8
P003403,37792474,SALES,Evaluating tenders and providing recommendations.,5
P003404,37792474,SALES,Carrying out effective client liaison for all projects undertaken.,9
P003405,37792474,SALES,Liaising with customers on a regular basis to ensure the successful design and manufacture of products to agreed budgets and time frames.,22
P003406,37792474,SALES,"Project Manager/Construction Manager Jan 2009 to Jan 2014 Company Name － City , State Lead/organized client conceptual development of construction projects.",17
P003407,37792474,SALES,Developed project scope and specifications for mechanical system replacements; mentored staff and managed the overall project execution.,17
P003408,37792474,SALES,"Developed Requests for Proposal (RFP), schedules and budgets; oversee installation to completion.",12
P003409,37792474,SALES,NOTE ACCOMPLISHMENTS: PROJECT VALUE ON TIME.,6
P003410,37792474,SALES,"ENON FIELD CONVERSION & WATER DAMAGE REMEDIATION; GRACE BAPTIST CHURCH SANCTUARY A/C & BOILER PLANT Use power words like managed, developed, etc.",19
P003411,37792474,SALES,"Also indicate those who reported directly to you such as foreman, subcontractors.",12
P003412,37792474,SALES,"Project manager/Project Engineer Jan 2002 to Jan 2009 Company Name － City , State Developed and MANAGED project scopes, schedules and budgets; mentored staff and managed the overall project execution.",27
P003413,37792474,SALES,"Conduct interdisciplinary coordination with architects, consultants and vendors.",8
P003414,37792474,SALES,"Developed energy audits, master planning and designed mechanical systems including production of preliminary, working drawings and specifications for sustainable projects.",20
P003415,37792474,SALES,"Responsible for work assignments and man-hour expenditures; and acted as the primary interface with the client, contractors, architects, and vendors.",19
P003416,37792474,SALES,"Project Manager & Project Engineer Company Name － City , State Achieved the first LEED (Leadership in Energy & Environmental Design) - Platinum certification from the Green Building Council for an office renovation.",28
P003417,37792474,SALES,Performed energy cost analysis of geothermal system for the Friends Center Renovation Project.,13
P003418,37792474,SALES,"Skills budgets, C, CONVERSION, cost analysis, Council, client, Leadership, mechanical, office, personnel, Platinum, Project Management, Proposals, Proposal, Renovation, RFP, Sales",20
P003419,29928796,SALES,SALES ASSOCIATE Summary Accountable Retail Sales Associate demonstrating a high level of ownership and initiative.,15
P003420,29928796,SALES,Possessing 2 years small management experience.,6
P003421,29928796,SALES,"Quick and effective at decision making, while maintaining excellent customer service throughout the sales process in any given enviornment.",19
